-0.375,0.768,9.818,1.0
-0.37478125,0.7683125000000001,9.81696875,1.0
-0.3745625,0.768625,9.8159375,1.0
-0.37434375,0.7689375,9.81490625,1.0
-0.374125,0.76925,9.813875,1.0
-0.37390625,0.7695625,9.812843749999999,1.0
-0.3736875,0.769875,9.8118125,1.0
-0.37346875,0.7701875,9.81078125,1.0
-0.37324999999999997,0.7705,9.80975,1.0
-0.37303125,0.7708125,9.80871875,1.0
-0.3728125,0.7711250000000001,9.8076875,1.0
-0.37259375,0.7714375,9.80665625,1.0
-0.372375,0.77175,9.805625,1.0
-0.37215625,0.7720625,9.80459375,1.0
-0.3719375,0.772375,9.8035625,1.0
-0.37171875,0.7726875,9.80253125,1.0
-0.3715,0.773,9.8015,1.0
-0.37128125,0.7733125000000001,9.80046875,1.0
-0.3710625,0.773625,9.7994375,1.0
-0.37084374999999997,0.7739375000000001,9.79840625,1.0
-0.370625,0.77425,9.797375,1.0
-0.37040625,0.7745625,9.79634375,1.0
-0.3701875,0.774875,9.7953125,1.0
-0.36996875,0.7751875,9.79428125,1.0
-0.36975,0.7755000000000001,9.79325,1.0
-0.36953125,0.7758125,9.79221875,1.0
-0.3693125,0.7761250000000001,9.7911875,1.0
-0.36909375,0.7764375,9.79015625,1.0
-0.368875,0.77675,9.789125,1.0
-0.36865625,0.7770625,9.78809375,1.0
-0.3684375,0.777375,9.7870625,1.0
-0.36821875,0.7776875,9.78603125,1.0
-0.368,0.778,9.785,1.0
-0.368,0.778375,9.78515625,1.0
-0.368,0.77875,9.7853125,1.0
-0.368,0.7791250000000001,9.78546875,1.0
-0.368,0.7795000000000001,9.785625,1.0
-0.368,0.779875,9.78578125,1.0
-0.368,0.78025,9.7859375,1.0
-0.368,0.780625,9.78609375,1.0
-0.368,0.781,9.786249999999999,1.0
-0.368,0.781375,9.78640625,1.0
-0.368,0.7817500000000001,9.7865625,1.0
-0.368,0.7821250000000001,9.78671875,1.0
-0.368,0.7825,9.786875,1.0
-0.368,0.782875,9.78703125,1.0
-0.368,0.78325,9.7871875,1.0
-0.368,0.783625,9.78734375,1.0
-0.368,0.784,9.7875,1.0
-0.368,0.784375,9.78765625,1.0
-0.368,0.7847500000000001,9.7878125,1.0
