-0.043,2.542,9.541,0.0
-0.028,2.552,9.498,0.0
-0.038,2.533,9.478,0.0
-0.062,2.528,9.464,0.0
-0.083,2.528,9.462,0.0
-0.098,2.523,9.445,0.0
-0.107,2.516,9.433,0.0
-0.119,2.49,9.419,0.0
-0.102,2.482,9.411,0.0
-0.107,2.482,9.426,0.0
-0.1,2.458,9.419,0.0
-0.119,2.458,9.39,0.0
-0.124,2.47,9.387,0.0
-0.119,2.449,9.385,0.0
-0.141,2.439,9.404,0.0
-0.15,2.439,9.399,0.0
-0.16,2.427,9.387,0.0
-0.174,2.427,9.375,0.0
-0.186,2.418,9.366,0.0
-0.184,2.411,9.361,0.0
-0.191,2.42,9.375,0.0
-0.198,2.403,9.366,0.0
-0.174,2.415,9.371,0.0
-0.184,2.408,9.344,0.0
-0.181,2.406,9.354,0.0
-0.186,2.406,9.354,0.0
-0.181,2.413,9.342,0.0
-0.181,2.42,9.347,0.0
-0.181,2.427,9.352,0.0
-0.198,2.446,9.368,0.0
-0.198,2.449,9.373,0.0
-0.196,2.456,9.378,0.0
-0.181,2.487,9.378,0.0
-0.174,2.504,9.38,0.0
-0.179,2.497,9.39,0.0
-0.155,2.487,9.423,0.0
-0.169,2.492,9.423,0.0
-0.169,2.506,9.44,0.0
-0.172,2.494,9.445,0.0
-0.146,2.509,9.476,0.0
-0.146,2.525,9.488,0.0
-0.169,2.521,9.502,0.0
-0.15,2.499,9.517,0.0
-0.15,2.506,9.522,0.0
-0.141,2.49,9.526,0.0
-0.153,2.513,9.541,0.0
-0.141,2.504,9.534,0.0
-0.143,2.513,9.522,0.0
-0.124,2.506,9.519,0.0
-0.107,2.49,9.519,0.0
-0.098,2.487,9.531,0.0
-0.071,2.494,9.555,0.0
-0.069,2.48,9.553,0.0
-0.052,2.456,9.555,0.0
-0.069,2.442,9.541,0.0
-0.045,2.449,9.545,0.0
-0.055,2.432,9.543,0.0
-0.055,2.427,9.531,0.0
-0.028,2.425,9.512,0.0
-0.035,2.434,9.483,0.0
-0.035,2.434,9.483,0.0
-0.043,2.43,9.457,0.0
-0.026,2.444,9.443,0.0
-0.026,2.425,9.438,0.0
-0.031,2.43,9.426,0.0
-0.047,2.427,9.421,0.0
-0.052,2.423,9.407,0.0
-0.064,2.43,9.421,0.0
-0.069,2.425,9.402,0.0
-0.064,2.446,9.426,0.0
-0.09,2.439,9.421,0.0
-0.102,2.434,9.407,0.0
-0.119,2.442,9.395,0.0
-0.138,2.451,9.387,0.0
-0.126,2.449,9.399,0.0
-0.158,2.458,9.39,0.0
-0.155,2.449,9.392,0.0
-0.162,2.461,9.395,0.0
-0.158,2.47,9.414,0.0
-0.167,2.458,9.419,0.0
-0.189,2.468,9.416,0.0
-0.196,2.49,9.39,0.0
-0.227,2.482,9.419,0.0
-0.222,2.47,9.407,0.0
-0.227,2.475,9.395,0.0
-0.21,2.482,9.397,0.0
-0.201,2.48,9.385,0.0
-0.189,2.482,9.387,0.0
-0.179,2.48,9.366,0.0
-0.177,2.47,9.328,0.0
-0.15,2.463,9.328,0.0
-0.165,2.461,9.323,0.0
-0.165,2.454,9.308,0.0
-0.165,2.47,9.289,0.0
-0.129,2.466,9.282,0.0
-0.119,2.458,9.263,0.0
-0.119,2.466,9.265,0.0
-0.117,2.449,9.277,0.0
-0.093,2.463,9.299,0.0
-0.086,2.456,9.311,0.0
-0.062,2.446,9.361,0.0
-0.071,2.456,9.407,0.0
-0.059,2.454,9.423,0.0
-0.062,2.449,9.462,0.0
-0.052,2.458,9.49,0.0
-0.074,2.454,9.514,0.0
-0.076,2.456,9.529,0.0
-0.067,2.482,9.534,0.0
-0.059,2.456,9.545,0.0
-0.045,2.463,9.553,0.0
-0.069,2.482,9.562,0.0
-0.079,2.449,9.569,0.0
-0.081,2.47,9.548,0.0
-0.09,2.48,9.545,0.0
-0.11,2.482,9.545,0.0
-0.1,2.48,9.536,0.0
-0.124,2.482,9.534,0.0
-0.15,2.494,9.526,0.0
-0.158,2.504,9.514,0.0
-0.16,2.451,9.493,0.0
-0.16,2.451,9.493,0.0
-0.167,2.449,9.478,0.0
-0.155,2.463,9.457,0.0
-0.165,2.449,9.459,0.0
-0.146,2.456,9.447,0.0
-0.153,2.425,9.416,0.0
-0.146,2.418,9.416,0.0
-0.143,2.406,9.378,0.0
-0.126,2.415,9.349,0.0
-0.114,2.394,9.323,0.0
-0.107,2.391,9.308,0.0
-0.083,2.394,9.308,0.0
-0.09,2.384,9.287,0.0
-0.09,2.353,9.299,0.0
-0.086,2.346,9.294,0.0
-0.076,2.32,9.318,0.0
-0.074,2.3,9.342,0.0
-0.064,2.279,9.361,0.0
-0.079,2.293,9.378,0.0
-0.059,2.317,9.411,0.0
-0.059,2.322,9.426,0.0
-0.071,2.355,9.452,0.0
-0.1,2.365,9.486,0.0
-0.124,2.379,9.49,0.0
-0.15,2.423,9.531,0.0
-0.179,2.427,9.565,0.0
-0.184,2.434,9.548,0.0
-0.205,2.454,9.569,0.0
-0.208,2.461,9.593,0.0
-0.198,2.48,9.615,0.0
-0.198,2.48,9.615,0.0
-0.205,2.475,9.651,0.0
-0.174,2.48,9.665,0.0
-0.167,2.478,9.696,0.0
-0.162,2.473,9.718,0.0
-0.141,2.466,9.699,0.0
-0.146,2.461,9.687,0.0
-0.136,2.466,9.68,0.0
-0.122,2.475,9.656,0.0
-0.119,2.473,9.632,0.0
-0.119,2.473,9.613,0.0
-0.098,2.461,9.632,0.0
-0.112,2.454,9.624,0.0
-0.136,2.446,9.62,0.0
-0.148,2.439,9.646,0.0
-0.148,2.446,9.629,0.0
-0.155,2.437,9.639,0.0
-0.16,2.442,9.622,0.0
-0.174,2.442,9.624,0.0
-0.179,2.466,9.61,0.0
-0.205,2.446,9.598,0.0
-0.215,2.446,9.577,0.0
-0.222,2.454,9.577,0.0
-0.239,2.415,9.55,0.0
-0.241,2.418,9.541,0.0
-0.253,2.418,9.514,0.0
-0.258,2.413,9.488,0.0
-0.275,2.42,9.445,0.0
-0.28,2.406,9.433,0.0
-0.272,2.382,9.385,0.0
-0.289,2.379,9.385,0.0
-0.28,2.394,9.38,0.0
-0.287,2.394,9.375,0.0
-0.275,2.403,9.349,0.0
-0.28,2.377,9.337,0.0
-0.284,2.37,9.344,0.0
-0.28,2.382,9.318,0.0
-0.277,2.372,9.313,0.0
-0.26,2.401,9.296,0.0
-0.258,2.394,9.301,0.0
