-1.403,2.707,9.984
-1.264,2.662,9.979
-1.154,2.602,9.976
-1.125,2.583,9.945
-1.039,2.521,9.914
-0.95,2.425,9.909
-0.926,2.375,9.893
-0.876,2.236,9.885
-0.859,2.056,9.838
-0.845,1.996,9.826
-0.842,1.936,9.818
-0.852,1.812,9.783
-0.847,1.781,9.761
-0.888,1.683,9.699
-0.928,1.628,9.656
-0.969,1.573,9.639
-1.043,1.553,9.608
-1.103,1.544,9.593
-1.175,1.553,9.591
-1.218,1.553,9.581
-1.304,1.594,9.591
-1.391,1.628,9.62
-1.436,1.647,9.624
-1.501,1.683,9.677
-1.57,1.743,9.742
-1.611,1.776,9.799
-1.647,1.838,9.881
-1.664,1.879,9.921
-1.668,1.917,9.957
-1.704,2.006,10.06
-1.716,2.073,10.106
-1.731,2.106,10.113
-1.699,2.19,10.154
-1.654,2.281,10.182
-1.618,2.324,10.168
-1.522,2.415,10.158
-1.4,2.454,10.173
-1.347,2.463,10.18
-1.113,2.49,10.206
-1.113,2.49,10.206
-1.027,2.49,10.24
-0.957,2.482,10.228
-0.883,2.466,10.252
-0.823,2.418,10.276
-0.778,2.391,10.3
-0.763,2.358,10.307
-0.694,2.317,10.273
-0.689,2.291,10.225
-0.758,2.293,10.144
-0.809,2.269,10.058
-0.828,2.25,10.005
-0.802,2.193,9.924
-0.72,2.097,9.888
-0.739,2.066,9.871
-0.79,1.994,9.833
-0.837,1.924,9.73
-0.883,1.884,9.713
-0.969,1.829,9.672
-1.067,1.79,9.648
-1.094,1.752,9.622
-1.158,1.733,9.557
-1.23,1.723,9.507
-1.266,1.728,9.488
-1.359,1.755,9.423
-1.374,1.747,9.397
-1.352,1.735,9.354
-1.324,1.74,9.34
-1.276,1.731,9.32
-1.168,1.747,9.316
-1.154,1.745,9.33
-1.11,1.707,9.33
-1.019,1.716,9.34
-0.972,1.731,9.356
-0.878,1.74,9.337
-0.775,1.745,9.349
-0.739,1.759,9.344
-0.675,1.79,9.323
-0.646,1.817,9.311
-0.612,1.841,9.311
-0.565,1.855,9.301
-0.509,1.881,9.306
-0.486,1.881,9.306
-0.502,1.877,9.289
-0.495,1.893,9.261
-0.524,1.893,9.258
-0.572,1.903,9.244
-0.62,1.929,9.234
-0.632,1.934,9.225
-0.713,1.924,9.198
-0.787,1.927,9.16
-0.854,1.929,9.098
-0.89,1.913,9.059
-0.964,1.927,8.99
-1.046,1.932,8.937
-1.058,1.927,8.935
-1.13,1.903,8.964
-1.197,1.889,9.043
-1.221,1.869,9.091
-1.331,1.798,9.222
-1.331,1.798,9.222
-1.367,1.778,9.273
-1.45,1.747,9.378
-1.515,1.726,9.466
-1.537,1.721,9.502
-1.589,1.747,9.601
-1.623,1.781,9.689
-1.628,1.814,9.735
-1.652,1.896,9.797
-1.661,1.98,9.821
-1.661,2.042,9.845
-1.632,2.14,9.862
-1.575,2.207,9.888
-1.527,2.245,9.912
-1.477,2.284,9.929
-1.395,2.3,9.96
-1.249,2.312,10
-1.201,2.334,10.015
-1.072,2.336,10.075
-0.933,2.332,10.072
-0.859,2.327,10.07
-0.72,2.324,10.046
-0.579,2.3,10.003
-0.541,2.296,9.967
-0.474,2.303,9.914
-0.435,2.274,9.888
-0.414,2.264,9.864
-0.397,2.241,9.785
-0.43,2.207,9.713
-0.445,2.083,9.622
-0.452,2.039,9.581
-0.454,1.999,9.548
-0.483,1.951,9.51
-0.509,1.841,9.426
-0.543,1.759,9.387
-0.588,1.678,9.356
-0.603,1.628,9.273
-0.644,1.553,9.189
-0.689,1.505,9.1
-0.701,1.474,9.064
-0.768,1.443,8.995
-0.859,1.41,8.971
-0.9,1.4,8.964
-1,1.374,8.964
-1.101,1.367,8.995
-1.122,1.374,9.028
-1.185,1.388,9.107
-1.254,1.393,9.191
-1.285,1.41,9.241
-1.362,1.446,9.32
-1.455,1.515,9.402
-1.491,1.529,9.438
-1.537,1.616,9.517
-1.604,1.685,9.569
-1.632,1.733,9.608
-1.654,1.812,9.675
-1.675,1.905,9.771
-1.695,1.956,9.802
-1.704,2.025,9.883
-1.692,2.157,9.909
-1.683,2.183,9.941
-1.683,2.214,9.969
-1.618,2.267,10.022
-1.561,2.308,10.07
-1.505,2.324,10.106
-1.443,2.343,10.158
-1.374,2.322,10.199
-1.333,2.334,10.209
-1.266,2.339,10.237
-1.209,2.305,10.242
-1.177,2.303,10.228
-1.146,2.288,10.206
-1.077,2.243,10.134
-1.051,2.207,10.106
-0.991,2.162,10.034
-0.936,2.116,9.953
-0.928,2.083,9.929
-0.921,2.054,9.888
-0.888,1.996,9.84
-0.888,1.97,9.826
-0.878,1.951,9.785
-0.873,1.922,9.735
-0.871,1.92,9.723
-0.84,1.913,9.715
-0.823,1.91,9.703
-0.773,1.913,9.672
-0.723,1.898,9.636
-0.691,1.874,9.605
-0.624,1.805,9.579
-0.555,1.711,9.531
-0.555,1.711,9.531
-0.5,1.63,9.507
-0.49,1.565,9.476
-0.471,1.501,9.457
-0.452,1.436,9.45
-0.445,1.407,9.433
-0.43,1.364,9.409
-0.416,1.357,9.361
-0.392,1.35,9.352
-0.354,1.316,9.356
-0.304,1.295,9.371
-0.301,1.292,9.371
-0.296,1.309,9.399
-0.275,1.324,9.435
-0.301,1.34,9.45
-0.306,1.362,9.488
-0.359,1.419,9.49
-0.387,1.477,9.512
-0.418,1.515,9.531
-0.469,1.606,9.579
-0.517,1.642,9.589
-0.553,1.673,9.589
-0.622,1.752,9.603
-0.691,1.819,9.617
-0.703,1.848,9.627
-0.758,1.889,9.632
-0.859,1.889,9.648
-0.895,1.898,9.646
-0.952,1.881,9.646
-1.043,1.886,9.682
-1.048,1.884,9.682
-1.065,1.874,9.668
-1.082,1.874,9.663
-1.084,1.879,9.648
-1.06,1.862,9.61
-1.041,1.841,9.545
-1.029,1.829,9.519
-0.991,1.807,9.44
-0.933,1.759,9.39
-0.905,1.709,9.359
-0.821,1.63,9.301
-0.749,1.544,9.234
-0.696,1.431,9.21
-0.624,1.369,9.136
-0.538,1.24,9.107
-0.481,1.132,9.083
-0.445,1.067,9.083
-0.404,0.955,9.074
-0.349,0.871,9.062
-0.33,0.816,9.074
-0.33,0.737,9.083
-0.347,0.694,9.115
-0.38,0.677,9.141
-0.428,0.682,9.189
-0.502,0.713,9.239
-0.538,0.735,9.268
-0.61,0.763,9.332
-0.715,0.828,9.368
-0.747,0.866,9.383
-0.969,1.027,9.555
-0.969,1.027,9.555
-1.063,1.154,9.608
-1.106,1.192,9.692
-1.158,1.288,9.797
-1.206,1.374,9.888
-1.24,1.443,9.902
-1.276,1.561,10.034
-1.3,1.642,10.163
-1.307,1.709,10.223
-1.307,1.829,10.302
-1.276,1.958,10.371
-1.254,2.02,10.395
-1.206,2.114,10.458
-1.166,2.193,10.52
-1.13,2.233,10.549
-1.077,2.32,10.606
-1.034,2.413,10.635
-1.012,2.423,10.644
-0.952,2.446,10.642
-0.895,2.47,10.635
-0.888,2.466,10.628
-0.881,2.442,10.611
-0.897,2.42,10.63
-0.885,2.372,10.644
-0.857,2.293,10.637
-0.849,2.202,10.611
-0.826,2.169,10.553
-0.849,2.083,10.51
-0.845,1.972,10.453
-0.849,1.855,10.297
-0.859,1.845,10.245
-0.89,1.807,10.182
-0.95,1.762,10.077
-0.984,1.731,10.005
-1.051,1.687,9.909
-1.115,1.649,9.885
-1.132,1.632,9.84
-1.182,1.604,9.787
-1.245,1.587,9.763
-1.245,1.58,9.737
-1.302,1.561,9.73
-1.381,1.582,9.766
-1.388,1.606,9.79
-1.359,1.613,9.814
-1.326,1.637,9.84
-1.292,1.647,9.852
-1.271,1.687,9.876
-1.312,1.731,9.888
-1.309,1.757,9.89
-1.268,1.814,9.912
-1.156,1.836,9.969
-1.127,1.838,10.022
-1.043,1.855,10.027
-1.005,1.857,10.032
-0.993,1.879,10.048
-1,1.898,10.079
-0.974,1.901,10.07
-0.962,1.881,10.034
-0.955,1.879,9.993
-0.962,1.865,9.912
-0.962,1.865,9.912
-0.969,1.872,9.89
-0.976,1.845,9.881
-0.986,1.843,9.818
-0.993,1.843,9.809
-0.993,1.805,9.766
-1.01,1.802,9.744
-1.005,1.75,9.727
-0.993,1.719,9.723
-1.003,1.675,9.72
-1.003,1.637,9.727
-0.991,1.604,9.732
-0.974,1.575,9.73
-0.986,1.553,9.708
-0.976,1.513,9.684
-0.969,1.455,9.629
-0.986,1.429,9.613
-0.955,1.412,9.543
-0.933,1.388,9.45
-0.924,1.381,9.356
-0.914,1.391,9.316
-0.833,1.376,9.246
-0.775,1.376,9.146
-0.737,1.379,9.103
-0.689,1.398,9.004
-0.646,1.426,8.952
-0.646,1.462,8.918
-0.596,1.465,8.875
-0.603,1.47,8.858
-0.622,1.467,8.913
-0.622,1.467,8.913
-0.641,1.491,8.954
-0.658,1.503,8.985
-0.675,1.539,9.086
-0.653,1.606,9.148
-0.658,1.628,9.174
-0.632,1.675,9.239
-0.572,1.723,9.301
-0.543,1.757,9.335
-0.481,1.798,9.359
-0.411,1.86,9.395
-0.368,1.881,9.411
-0.332,1.891,9.443
-0.284,1.905,9.457
-0.263,1.936,9.505
-0.251,1.941,9.493
-0.201,1.924,9.5
-0.203,1.886,9.505
-0.196,1.867,9.507
-0.193,1.822,9.512
-0.201,1.774,9.522
-0.215,1.762,9.512
-0.225,1.755,9.505
-0.289,1.74,9.478
-0.294,1.721,9.462
-0.328,1.735,9.45
-0.356,1.733,9.387
-0.366,1.733,9.364
-0.409,1.707,9.335
-0.486,1.692,9.292
-0.519,1.671,9.263
-0.531,1.661,9.244
-0.591,1.62,9.208
-0.639,1.589,9.189
-0.668,1.561,9.174
-0.701,1.501,9.179
-0.77,1.467,9.162
-0.785,1.455,9.15
-0.802,1.419,9.126
-0.823,1.398,9.103
-0.823,1.386,9.11
-0.828,1.381,9.081
-0.835,1.395,9.067
-0.835,1.4,9.05
-0.818,1.422,9.004
-0.818,1.426,8.966
-0.797,1.415,8.947
-0.766,1.412,8.94
-0.739,1.374,8.949
-0.723,1.359,8.954
-0.732,1.331,8.971
-0.73,1.29,9.002
-0.73,1.268,9.019
-0.711,1.23,9.035
-0.699,1.23,9.105
-0.687,1.233,9.107
-0.66,1.245,9.131
-0.622,1.254,9.143
-0.622,1.295,9.15
-0.56,1.326,9.131
-0.56,1.326,9.131
-0.565,1.352,9.143
-0.577,1.362,9.134
-0.605,1.381,9.172
-0.641,1.393,9.215
-0.656,1.391,9.249
-0.727,1.388,9.335
-0.814,1.424,9.428
-0.857,1.446,9.486
-0.902,1.474,9.577
-0.936,1.539,9.668
-0.967,1.585,9.696
-0.955,1.62,9.751
-0.936,1.695,9.771
-0.924,1.714,9.787
-0.897,1.738,9.821
-0.859,1.771,9.811
-0.816,1.788,9.823
-0.761,1.781,9.806
-0.665,1.774,9.787
-0.624,1.759,9.771
-0.567,1.738,9.744
-0.474,1.709,9.699
-0.416,1.678,9.656
-0.385,1.656,9.627
-0.344,1.601,9.598
-0.342,1.57,9.541
-0.337,1.546,9.519
-0.325,1.503,9.474
-0.347,1.46,9.414
-0.354,1.458,9.368
-0.354,1.477,9.373
-0.385,1.45,9.342
-0.421,1.438,9.328
-0.454,1.429,9.292
-0.493,1.422,9.253
-0.495,1.391,9.234
-0.533,1.403,9.222
-0.56,1.374,9.205
-0.598,1.362,9.201
-0.636,1.331,9.155
-0.701,1.314,9.115
-0.725,1.3,9.095
-0.766,1.288,9.045
-0.78,1.268,9.04
-0.787,1.252,9.007
-0.799,1.242,8.98
-0.797,1.209,8.949
-0.802,1.211,8.863
-0.785,1.197,8.868
-0.754,1.156,8.815
-0.711,1.146,8.727
-0.701,1.132,8.698
-0.665,1.108,8.621
-0.608,1.07,8.521
-0.61,1.07,8.473
-0.61,1.041,8.391
-0.572,1.005,8.322
-0.543,0.988,8.284
-0.454,0.866,8.178
-0.454,0.866,8.178
