-0.914,-2.403,7.932
-0.897,-2.355,7.771
-0.857,-2.262,7.506
-0.857,-2.262,7.506
-0.871,-2.238,7.328
-0.852,-2.238,7.252
-0.835,-2.224,7.12
-0.802,-2.212,6.976
-0.804,-2.212,6.905
-0.775,-2.188,6.804
-0.785,-2.2,6.68
-0.768,-2.19,6.639
-0.763,-2.19,6.548
-0.768,-2.197,6.5
-0.773,-2.219,6.471
-0.778,-2.274,6.399
-0.797,-2.305,6.359
-0.849,-2.355,6.349
-0.859,-2.384,6.335
-0.885,-2.411,6.318
-0.909,-2.473,6.328
-0.928,-2.49,6.342
-0.94,-2.561,6.373
-0.928,-2.619,6.442
-0.919,-2.64,6.478
-0.881,-2.707,6.577
-0.842,-2.762,6.684
-0.806,-2.786,6.739
-0.761,-2.782,6.864
-0.677,-2.806,6.972
-0.627,-2.798,7.015
-0.543,-2.818,7.132
-0.433,-2.822,7.276
-0.399,-2.83,7.324
-0.373,-2.846,7.395
-0.323,-2.846,7.508
-0.289,-2.863,7.599
-0.222,-2.882,7.745
-0.158,-2.897,7.915
-0.15,-2.894,8.006
-0.1,-2.904,8.188
-0.059,-2.911,8.372
-0.002,-2.897,8.432
0.031,-2.913,8.545
0.067,-2.949,8.633
0.138,-3,8.717
0.172,-3.021,8.746
-2.612,-4.348,32.205
-0.397,-5.528,34.827
0.725,-4.929,26.214
1.429,-4.429,14.772
0.32,-3.696,9.517
-1.252,-3.742,13.91
-1.209,-3.462,15.364
-0.584,-2.667,11.952
-0.502,-2.559,10.403
-0.445,-2.564,9.22
-0.296,-2.844,10.07
-0.105,-3.009,10.036
0.251,-3.146,9.797
0.471,-3.419,8.621
0.581,-3.756,9.268
0.653,-3.952,9.292
0.653,-3.952,9.292
0.639,-3.929,9.359
0.486,-3.95,9.1
0.38,-3.914,9.924
0.229,-3.878,9.462
0.196,-3.885,9.519
0.167,-3.955,9.244
0.253,-3.936,9.122
0.335,-3.89,9.11
0.383,-3.658,8.715
0.308,-3.452,8.973
0.275,-3.407,8.854
0.237,-3.423,9.047
0.158,-3.476,9.014
0.119,-3.493,8.909
0.069,-3.541,9.136
0,-3.605,8.949
-0.009,-3.644,9.055
-0.028,-3.658,8.954
0.045,-3.663,8.94
0.064,-3.641,8.992
0.038,-3.579,8.839
0.047,-3.462,8.925
0.057,-3.399,8.887
0.093,-3.323,8.875
0.05,-3.27,8.844
0.038,-3.234,8.789
0.067,-3.189,9.064
0.079,-3.141,9.057
0.076,-3.126,9.012
0.09,-3.155,8.98
0.102,-3.134,9.043
0.081,-3.136,9.088
0.076,-3.105,8.93
0.031,-3.088,9.002
-0.021,-3.057,9.055
-0.064,-3.033,9.167
-0.04,-2.976,9.256
-0.131,-2.98,9.057
-0.141,-2.976,9.031
-0.21,-2.978,9.205
-0.277,-2.978,9.146
-0.294,-2.966,9.126
-0.301,-2.983,9.22
