0.196,-0.6,9.014
0.213,-0.624,8.964
0.244,-0.636,8.834
0.299,-0.617,8.705
0.368,-0.617,8.494
0.368,-0.617,8.494
0.392,-0.598,8.367
0.411,-0.586,8.312
0.438,-0.584,8.205
0.488,-0.565,8.111
0.493,-0.553,8.063
0.507,-0.548,7.96
0.533,-0.529,7.896
0.555,-0.526,7.853
0.581,-0.541,7.767
0.608,-0.557,7.699
0.61,-0.569,7.661
0.62,-0.579,7.644
0.656,-0.593,7.618
0.675,-0.61,7.568
0.668,-0.608,7.573
0.682,-0.622,7.573
0.668,-0.651,7.561
0.646,-0.653,7.544
0.656,-0.668,7.525
0.653,-0.679,7.496
0.639,-0.689,7.482
0.612,-0.718,7.429
0.581,-0.732,7.357
0.581,-0.749,7.314
0.536,-0.792,7.216
0.514,-0.826,7.127
0.478,-0.835,7.058
0.426,-0.878,6.957
0.397,-0.914,6.742
0.387,-0.936,6.653
0.383,-0.943,6.567
0.383,-0.957,6.371
0.411,-0.981,6.287
0.454,-1.003,6.071
0.507,-1.041,5.887
0.56,-1.077,5.662
0.579,-1.108,5.561
0.62,-1.175,5.396
0.679,-1.259,5.315
0.689,-1.292,5.291
0.689,-1.362,5.32
-3.574,-2.056,28.602
-5.604,-2.743,52.757
0.217,-2.585,28.168
1.652,-2.925,14.394
0.05,-3.407,20.545
-0.263,-3.045,20.849
0.062,-2.391,12.486
-0.656,-2.135,14.272
-0.739,-1.515,11.626
-0.919,-1.079,9.059
-1.29,-0.912,10.261
-1.453,-0.696,9.873
-1.549,-0.608,10.307
-1.644,-0.636,10.774
-1.63,-0.711,11.626
-1.412,-0.84,11.384
-1.324,-0.976,11.042
-1.24,-1.221,11.099
-1.24,-1.221,11.099
-1.324,-1.393,12.057
-1.283,-1.462,11.952
-1.213,-1.606,11.947
-1.149,-1.644,11.284
-1.132,-1.659,10.898
-1.048,-1.587,10.381
-1.017,-1.529,9.62
-1.065,-1.46,9.632
-1.043,-1.405,9.359
-1.065,-1.364,9.545
-1.041,-1.343,9.61
-1.003,-1.297,9.481
-1.015,-1.259,9.646
-1.007,-1.249,9.457
-1.031,-1.216,9.407
-1.058,-1.166,9.225
-1.067,-1.134,9.17
-1.058,-1.075,9.292
-0.917,-1.039,9.213
-0.811,-1.041,9.308
-0.61,-1.051,9.261
-0.517,-1.029,9.28
-0.445,-1.051,9.289
-0.438,-1.048,9.189
-0.409,-1.048,9.306
-0.418,-1.051,9.347
-0.426,-1.063,9.433
