0.464,-0.328,8.844
0.474,-0.349,8.806
0.514,-0.356,8.748
0.553,-0.378,8.7
0.557,-0.397,8.679
0.581,-0.414,8.595
0.66,-0.469,8.549
0.679,-0.5,8.528
0.747,-0.579,8.47
0.811,-0.679,8.399
0.847,-0.708,8.382
0.861,-0.794,8.305
0.878,-0.847,8.221
0.873,-0.849,8.186
0.847,-0.852,8.08
0.814,-0.859,7.968
0.809,-0.859,7.896
0.876,-0.905,7.8
0.938,-0.964,7.652
0.957,-0.981,7.62
0.969,-0.991,7.561
0.984,-1.024,7.498
0.996,-1.041,7.477
1.019,-1.072,7.4
1.027,-1.137,7.312
0.993,-1.259,7.273
0.988,-1.333,7.233
0.964,-1.474,7.23
1,-1.644,7.276
1.005,-1.714,7.316
1.043,-1.848,7.381
1.096,-1.96,7.448
1.108,-2.025,7.465
1.106,-2.083,7.508
1.108,-2.128,7.573
1.094,-2.13,7.609
0.996,-2.15,7.747
0.869,-2.164,7.975
0.773,-2.183,8.102
0.591,-2.178,8.36
0.402,-2.157,8.605
0.304,-2.154,8.736
0.131,-2.152,9.004
0.019,-2.157,9.256
-0.023,-2.145,9.366
-0.148,-2.073,9.613
-0.342,-1.946,9.881
-1.204,-2.279,19.137
-0.639,-0.739,16.982
-0.639,-0.739,16.982
-1.589,0.356,16.472
-1.889,0.785,15.723
-2.537,1.632,17.286
-2.597,2.013,17.301
-2.475,2.078,17.492
-2.303,2.193,16.345
-2.229,2.332,15.584
-2.188,2.358,14.59
-2.135,2.394,13.443
-1.891,2.308,12.186
-1.702,2.205,11.648
-1.197,1.953,11.526
-0.744,1.632,10.972
-0.584,1.436,11.238
-0.239,1.072,11.018
-0.009,0.682,11.14
0.098,0.466,11.186
0.325,0.119,10.752
0.383,-0.107,10.91
0.407,-0.222,10.644
0.524,-0.404,10.46
0.711,-0.524,10.886
0.747,-0.612,10.771
0.785,-0.77,10.929
0.799,-0.981,10.561
0.797,-1.134,10.599
0.794,-1.23,10.47
0.766,-1.371,10.324
0.656,-1.577,10.113
0.565,-1.62,10.182
